"name","id","value"
"Arzier",156,"Région linguistique française"
"Schleinikon",1560,"Région linguistique allemande"
"Prez-vers-Noréaz",1561,"Région linguistique française"
"Penthéréaz",1562,"Région linguistique française"
"Grancy",1563,"Région linguistique française"
"Damphreux",1564,"Région linguistique française"
"Benken (ZH)",1565,"Région linguistique allemande"
"Sornetan",1566,"Région linguistique française"
"Gebenstorf",1567,"Région linguistique allemande"
"Derendingen",1568,"Région linguistique allemande"
"Berneck",1569,"Région linguistique allemande"
"Gambarogno",157,"Région linguistique italienne"
"Pomy",1570,"Région linguistique française"
"Safnern",1571,"Région linguistique allemande"
"Corminboeuf",1572,"Région linguistique française"
"Ependes (FR)",1573,"Région linguistique française"
"Vuissens",1574,"Région linguistique française"
"Bühler",1575,"Région linguistique allemande"
"Vernayaz",1576,"Région linguistique française"
"Villaz-Saint-Pierre",1577,"Région linguistique française"
"Opfikon",1578,"Région linguistique allemande"
"Chevroux",1579,"Région linguistique française"
"Visperterminen",158,"Région linguistique allemande"
"Lausen",1580,"Région linguistique allemande"
"Schelten",1581,"Région linguistique allemande"
"Dorf",1582,"Région linguistique allemande"
"Orny",1583,"Région linguistique française"
"Heiligenschwendi",1584,"Région linguistique allemande"
"Mandach",1585,"Région linguistique allemande"
"Rovio",1586,"Région linguistique italienne"
"Saint-Prex",1587,"Région linguistique française"
"Birrwil",1588,"Région linguistique allemande"
"Neyruz (FR)",1589,"Région linguistique française"
"Bern",159,"Région linguistique allemande"
"Mühlau",1590,"Région linguistique allemande"
"Daillens",1591,"Région linguistique française"
"Mauborget",1592,"Région linguistique française"
"Rüdlingen",1593,"Région linguistique allemande"
"Siglistorf",1594,"Région linguistique allemande"
"Pont-la-Ville",1595,"Région linguistique française"
"Siselen",1596,"Région linguistique allemande"
"Härkingen",1597,"Région linguistique allemande"
"Crissier",1598,"Région linguistique française"
"Molondin",1599,"Région linguistique française"
"Muotathal",16,"Région linguistique allemande"
"Centovalli",160,"Région linguistique italienne"
"Dietwil",1600,"Région linguistique allemande"
"Niederbuchsiten",1601,"Région linguistique allemande"
"Niederstocken",1602,"Région linguistique allemande"
"Zumikon",1603,"Région linguistique allemande"
"Corcelles-sur-Chavornay",1604,"Région linguistique française"
"Villars-sur-Glâne",1605,"Région linguistique française"
"Lully (FR)",1606,"Région linguistique française"
"Cavigliano",1607,"Région linguistique italienne"
"Münsterlingen",1608,"Région linguistique allemande"
"Balm bei Günsberg",1609,"Région linguistique allemande"
"Wattwil",161,"Région linguistique allemande"
"Agiez",1610,"Région linguistique française"
"Mammern",1611,"Région linguistique allemande"
"Gollion",1612,"Région linguistique française"
"Bretonnières",1613,"Région linguistique française"
"Lüscherz",1614,"Région linguistique allemande"
"Eichberg",1615,"Région linguistique allemande"
"Carrouge (VD)",1616,"Région linguistique française"
"Heimberg",1617,"Région linguistique allemande"
"Däniken",1618,"Région linguistique allemande"
"Niederhünigen",1619,"Région linguistique allemande"
"Habkern",162,"Région linguistique allemande"
"Lax",1620,"Région linguistique allemande"
"Wahlen",1621,"Région linguistique allemande"
"Zäziwil",1622,"Région linguistique allemande"
"La Folliaz",1623,"Région linguistique française"
"Zollikofen",1624,"Région linguistique allemande"
"Chermignon",1625,"Région linguistique française"
"Chancy",1626,"Région linguistique française"
"Vufflens-la-Ville",1627,"Région linguistique française"
"Neuenhof",1628,"Région linguistique allemande"
"Oberrüti",1629,"Région linguistique allemande"
"Köniz",163,"Région linguistique allemande"
"Berikon",1630,"Région linguistique allemande"
"La Tène",1631,"Région linguistique française"
"Weiningen (ZH)",1632,"Région linguistique allemande"
"Büron",1633,"Région linguistique allemande"
"Hauenstein-Ifenthal",1634,"Région linguistique allemande"
"Rodersdorf",1635,"Région linguistique allemande"
"Oberwil-Lieli",1636,"Région linguistique allemande"
"Assens",1637,"Région linguistique française"
"Grolley",1638,"Région linguistique française"
"Oberschrot",1639,"Région linguistique allemande"
"Lostallo",164,"Région linguistique italienne"
"Chiasso",1640,"Région linguistique italienne"
"Buchs (AG)",1641,"Région linguistique allemande"
"Rossens (FR)",1642,"Région linguistique française"
"Châtillon (JU)",1643,"Région linguistique française"
"Genthod",1644,"Région linguistique française"
"Bellach",1645,"Région linguistique allemande"
"Cimadera",1646,"Région linguistique italienne"
"Günsberg",1647,"Région linguistique allemande"
"Greppen",1649,"Région linguistique allemande"
"Breil/Brigels",165,"Région linguistique romanche"
"Aesch (ZH)",1650,"Région linguistique allemande"
"Veltheim (AG)",1651,"Région linguistique allemande"
"Torricella-Taverne",1652,"Région linguistique italienne"
"Onnens (VD)",1653,"Région linguistique française"
"Wangen an der Aare",1654,"Région linguistique allemande"
"Giffers",1655,"Région linguistique allemande"
"Schönengrund",1656,"Région linguistique allemande"
"Lufingen",1657,"Région linguistique allemande"
"Novazzano",1658,"Région linguistique italienne"
"Avusy",1659,"Région linguistique française"
"Flims",166,"Région linguistique allemande"
"Cheyres",1660,"Région linguistique française"
"Chavannes-sur-Moudon",1661,"Région linguistique française"
"Lupfig",1662,"Région linguistique allemande"
"Rumisberg",1663,"Région linguistique allemande"
"Miglieglia",1664,"Région linguistique italienne"
"La Praz",1665,"Région linguistique française"
"Ladir",1666,"Région linguistique romanche"
"Kappel (SO)",1667,"Région linguistique allemande"
"Ueken",1668,"Région linguistique allemande"
"Lugnez",1669,"Région linguistique française"
"Mosnang",167,"Région linguistique allemande"
"Bottenwil",1670,"Région linguistique allemande"
"Beurnevésin",1671,"Région linguistique française"
"Maisprach",1672,"Région linguistique allemande"
"Wynau",1673,"Région linguistique allemande"
"Vuiteboeuf",1674,"Région linguistique française"
"Iffwil",1675,"Région linguistique allemande"
"Pierrafortscha",1676,"Région linguistique française"
"Fislisbach",1677,"Région linguistique allemande"
"Birr",1678,"Région linguistique allemande"
"Steinhausen",1679,"Région linguistique allemande"
"Les Agettes",1680,"Région linguistique française"
"Ottenbach",1681,"Région linguistique allemande"
"Obermumpf",1682,"Région linguistique allemande"
"Ellikon an der Thur",1683,"Région linguistique allemande"
"Ronco sopra Ascona",1684,"Région linguistique italienne"
"Poliez-Pittet",1685,"Région linguistique française"
"Brügg",1686,"Région linguistique allemande"
"Bardonnex",1687,"Région linguistique française"
"Fahrwangen",1688,"Région linguistique allemande"
"Reute (AR)",1689,"Région linguistique allemande"
"Oberems",169,"Région linguistique allemande"
"Pfungen",1690,"Région linguistique allemande"
"Vinelz",1691,"Région linguistique allemande"
"Rünenberg",1692,"Région linguistique allemande"
"Ascona",1693,"Région linguistique italienne"
"Cottens (FR)",1694,"Région linguistique française"
"Curtilles",1695,"Région linguistique française"
"Brot-Dessous",1696,"Région linguistique française"
"Montherod",1697,"Région linguistique française"
"Montana",1698,"Région linguistique française"
"Oberweningen",1699,"Région linguistique allemande"
"Grindelwald",17,"Région linguistique allemande"
"Innerthal",170,"Région linguistique allemande"
"Bellikon",1700,"Région linguistique allemande"
"Etoy",1701,"Région linguistique française"
"Buchberg",1702,"Région linguistique allemande"
"Russin",1703,"Région linguistique française"
"Hüntwangen",1704,"Région linguistique allemande"
"Windisch",1705,"Région linguistique allemande"
"Hermance",1706,"Région linguistique française"
"Kaiseraugst",1707,"Région linguistique allemande"
"Rudolfstetten-Friedlisberg",1708,"Région linguistique allemande"
"Billens-Hennens",1709,"Région linguistique française"
"Seewis im Prättigau",171,"Région linguistique allemande"
"Künten",1710,"Région linguistique allemande"
"Pfeffingen",1711,"Région linguistique allemande"
"Toffen",1712,"Région linguistique allemande"
"Ecublens (FR)",1713,"Région linguistique française"
"Müntschemier",1714,"Région linguistique allemande"
"Kilchberg (ZH)",1715,"Région linguistique allemande"
"Genolier",1716,"Région linguistique française"
"Lohn (SH)",1717,"Région linguistique allemande"
"Mellingen",1718,"Région linguistique allemande"
"Corcelles-Cormondrèche",1719,"Région linguistique française"
"Neckertal",172,"Région linguistique allemande"
"Full-Reuenthal",1720,"Région linguistique allemande"
"Surpierre",1721,"Région linguistique française"
"Ependes (VD)",1722,"Région linguistique française"
"Bussigny-près-Lausanne",1723,"Région linguistique française"
"Zufikon",1724,"Région linguistique allemande"
"Buchrain",1726,"Région linguistique allemande"
"Wisen (SO)",1727,"Région linguistique allemande"
"Founex",1728,"Région linguistique française"
"Höri",1729,"Région linguistique allemande"
"Brienz (BE)",173,"Région linguistique allemande"
"Schluein",1730,"Région linguistique romanche"
"Begnins",1731,"Région linguistique française"
"Bannwil",1732,"Région linguistique allemande"
"Lancy",1733,"Région linguistique française"
"Hermenches",1734,"Région linguistique française"
"Giez",1735,"Région linguistique française"
"Steinach",1736,"Région linguistique allemande"
"Villarepos",1737,"Région linguistique française"
"Goldach",1738,"Région linguistique allemande"
"Riniken",1739,"Région linguistique allemande"
"Walenstadt",174,"Région linguistique allemande"
"Echarlens",1740,"Région linguistique française"
"Carona",1741,"Région linguistique italienne"
"Treiten",1742,"Région linguistique allemande"
"Châbles",1743,"Région linguistique française"
"Kriechenwil",1744,"Région linguistique allemande"
"Cornaux",1745,"Région linguistique française"
"Othmarsingen",1746,"Région linguistique allemande"
"Grafenried",1747,"Région linguistique allemande"
"Stetten (SH)",1748,"Région linguistique allemande"
"Amsoldingen",1749,"Région linguistique allemande"
"Münster-Geschinen",175,"Région linguistique allemande"
"Presinge",1750,"Région linguistique française"
"Ropraz",1751,"Région linguistique française"
"Maschwanden",1752,"Région linguistique allemande"
"Loveresse",1753,"Région linguistique française"
"Kiesen",1754,"Région linguistique allemande"
"Donat",1755,"Région linguistique allemande"
"Tenniken",1756,"Région linguistique allemande"
"Ilanz",1758,"Région linguistique allemande"
"Niederwald",1759,"Région linguistique allemande"
"Brione (Verzasca)",176,"Région linguistique italienne"
"Rümligen",1760,"Région linguistique allemande"
"Lugano",1761,"Région linguistique italienne"
"Au (SG)",1762,"Région linguistique allemande"
"Melano",1763,"Région linguistique italienne"
"Zuchwil",1764,"Région linguistique allemande"
"Auswil",1765,"Région linguistique allemande"
"Höfen",1766,"Région linguistique allemande"
"Füllinsdorf",1767,"Région linguistique allemande"
"Avully",1768,"Région linguistique française"
"Niederösch",1769,"Région linguistique allemande"
"Rougemont",177,"Région linguistique française"
"Zwingen",1770,"Région linguistique allemande"
"Paspels",1771,"Région linguistique allemande"
"Frenkendorf",1772,"Région linguistique allemande"
"Erlenbach (ZH)",1773,"Région linguistique allemande"
"Cheseaux-sur-Lausanne",1774,"Région linguistique française"
"Jens",1775,"Région linguistique allemande"
"Drei Höfe",1776,"Région linguistique allemande"
"Epalinges",1777,"Région linguistique française"
"Buttwil",1778,"Région linguistique allemande"
"Cuarny",1779,"Région linguistique française"
"Churwalden",178,"Région linguistique allemande"
"Thörigen",1780,"Région linguistique allemande"
"Sevgein",1781,"Région linguistique romanche"
"Waltenschwil",1782,"Région linguistique allemande"
"Teuffenthal (BE)",1783,"Région linguistique allemande"
"Niederried bei Interlaken",1784,"Région linguistique allemande"
"Botterens",1785,"Région linguistique française"
"Gurzelen",1786,"Région linguistique allemande"
"Luterbach",1787,"Région linguistique allemande"
"Cadro",1788,"Région linguistique italienne"
"Wallbach",1789,"Région linguistique allemande"
"Arth",179,"Région linguistique allemande"
"Dällikon",1790,"Région linguistique allemande"
"Forst-Längenbühl",1791,"Région linguistique allemande"
"Rottenschwil",1792,"Région linguistique allemande"
"Le Pâquier (FR)",1793,"Région linguistique française"
"Unterlunkhofen",1794,"Région linguistique allemande"
"Kesswil",1795,"Région linguistique allemande"
"Lohn-Ammannsegg",1796,"Région linguistique allemande"
"Walterswil (SO)",1797,"Région linguistique allemande"
"Fulenbach",1798,"Région linguistique allemande"
"Granges (Veveyse)",1799,"Région linguistique française"
"Lumnezia",18,"Région linguistique romanche"
"Langnau im Emmental",180,"Région linguistique allemande"
"Binningen",1800,"Région linguistique allemande"
"Rocourt",1801,"Région linguistique française"
"Grimisuat",1803,"Région linguistique française"
"Dompierre (FR)",1804,"Région linguistique française"
"Pompaples",1805,"Région linguistique française"
"Limpach",1806,"Région linguistique allemande"
"Kehrsatz",1807,"Région linguistique allemande"
"Rorbas",1808,"Région linguistique allemande"
"Lüterkofen-Ichertswil",1809,"Région linguistique allemande"
"Hinterrhein",181,"Région linguistique allemande"
"Vandoeuvres",1810,"Région linguistique française"
"Uebeschi",1811,"Région linguistique allemande"
"Fiez",1812,"Région linguistique française"
"Lausanne",1813,"Région linguistique française"
"Aarburg",1814,"Région linguistique allemande"
"Stetten (AG)",1815,"Région linguistique allemande"
"Truttikon",1816,"Région linguistique allemande"
"Niederdorf",1817,"Région linguistique allemande"
"Täuffelen",1818,"Région linguistique allemande"
"Meinisberg",1819,"Région linguistique allemande"
"Urnäsch",182,"Région linguistique allemande"
"Rebstein",1820,"Région linguistique allemande"
"Wohlenschwil",1821,"Région linguistique allemande"
"Croglio",1822,"Région linguistique italienne"
"Ménières",1823,"Région linguistique française"
"Cartigny",1824,"Région linguistique française"
"Maracon",1825,"Région linguistique française"
"Ponte Capriasca",1826,"Région linguistique italienne"
"Le Grand-Saconnex",1827,"Région linguistique française"
"Marbach (SG)",1828,"Région linguistique allemande"
"Flerden",1829,"Région linguistique allemande"
"Evionnaz",183,"Région linguistique française"
"Uitikon",1830,"Région linguistique allemande"
"Oeschgen",1831,"Région linguistique allemande"
"Uttwil",1832,"Région linguistique allemande"
"Rüschlikon",1833,"Région linguistique allemande"
"Kirchleerau",1834,"Région linguistique allemande"
"Corpataux-Magnedens",1835,"Région linguistique française"
"Oberrieden",1836,"Région linguistique allemande"
"Lachen",1837,"Région linguistique allemande"
"Uetikon am See",1838,"Région linguistique allemande"
"Interlaken",1839,"Région linguistique allemande"
"Châtel-Saint-Denis",184,"Région linguistique française"
"Urmein",1840,"Région linguistique allemande"
"Niedergösgen",1841,"Région linguistique allemande"
"Greifensee",1842,"Région linguistique allemande"
"Bachenbülach",1843,"Région linguistique allemande"
"Novaggio",1844,"Région linguistique italienne"
"Crans-près-Céligny",1845,"Région linguistique française"
"Mont-Tramelan",1846,"Région linguistique allemande"
"Oberrohrdorf",1847,"Région linguistique allemande"
"Corsier (GE)",1848,"Région linguistique française"
"Bioley-Magnoux",1849,"Région linguistique française"
"Amden",185,"Région linguistique allemande"
"Saules (BE)",1850,"Région linguistique française"
"Démoret",1851,"Région linguistique française"
"Bercher",1852,"Région linguistique française"
"Bettwil",1853,"Région linguistique allemande"
"Massonnens",1854,"Région linguistique française"
"Dietlikon",1855,"Région linguistique allemande"
"Morlon",1856,"Région linguistique française"
"Dotzigen",1857,"Région linguistique allemande"
"Elfingen",1858,"Région linguistique allemande"
"Widnau",1859,"Région linguistique allemande"
"Ried-Brig",186,"Région linguistique allemande"
"Sommeri",1860,"Région linguistique allemande"
"Grub (AR)",1861,"Région linguistique allemande"
"Bogno",1862,"Région linguistique italienne"
"Olsberg",1863,"Région linguistique allemande"
"Bofflens",1864,"Région linguistique française"
"Ittigen",1865,"Région linguistique allemande"
"Masein",1866,"Région linguistique allemande"
"Orzens",1867,"Région linguistique française"
"Villars-le-Comte",1868,"Région linguistique française"
"Egolzwil",1869,"Région linguistique allemande"
"Trin",187,"Région linguistique allemande"
"Croy",1870,"Région linguistique française"
"Rüfenach",1871,"Région linguistique allemande"
"Cressier (FR)",1872,"Région linguistique française"
"Châtelat",1873,"Région linguistique allemande"
"Suscévaz",1874,"Région linguistique française"
"Biezwil",1875,"Région linguistique allemande"
"Wileroltigen",1876,"Région linguistique allemande"
"Abtwil",1877,"Région linguistique allemande"
"Schwadernau",1878,"Région linguistique allemande"
"Chêne-Bougeries",1879,"Région linguistique française"
"Tarasp",188,"Région linguistique allemande"
"Trasadingen",1880,"Région linguistique allemande"
"Laupen",1881,"Région linguistique allemande"
"Montpreveyres",1882,"Région linguistique française"
"Saint-Barthélemy (VD)",1883,"Région linguistique française"
"Oberstocken",1884,"Région linguistique allemande"
"Bossonnens",1885,"Région linguistique française"
"Biel-Benken",1886,"Région linguistique allemande"
"Duillier",1887,"Région linguistique française"
"Biberstein",1888,"Région linguistique allemande"
"Fétigny",1889,"Région linguistique française"
"Attinghausen",189,"Région linguistique allemande"
"Koblenz",1890,"Région linguistique allemande"
"Alvaschein",1891,"Région linguistique allemande"
"Rohrbach",1892,"Région linguistique allemande"
"Corcelles-près-Concise",1893,"Région linguistique française"
"La Chaux-des-Breuleux",1894,"Région linguistique française"
"Brusino Arsizio",1895,"Région linguistique italienne"
"Courtepin",1896,"Région linguistique française"
"Orges",1897,"Région linguistique française"
"Schöfflisdorf",1898,"Région linguistique allemande"
"Lampenberg",1899,"Région linguistique allemande"
"Orsières",19,"Région linguistique française"
"Unteriberg",190,"Région linguistique allemande"
"Lavigny",1900,"Région linguistique française"
"Chavannes-le-Chêne",1901,"Région linguistique française"
"Büttenhardt",1902,"Région linguistique allemande"
"Freienwil",1903,"Région linguistique allemande"
"Granges-Paccot",1904,"Région linguistique française"
"Nuvilly",1905,"Région linguistique française"
"Rütschelen",1906,"Région linguistique allemande"
"Häfelfingen",1907,"Région linguistique allemande"
"Senarclens",1908,"Région linguistique française"
"Orpund",1909,"Région linguistique allemande"
"Lungern",191,"Région linguistique allemande"
"Boppelsen",1910,"Région linguistique allemande"
"Givrins",1911,"Région linguistique française"
"Castaneda",1912,"Région linguistique italienne"
"Bözen",1913,"Région linguistique allemande"
"Wasterkingen",1914,"Région linguistique allemande"
"Cademario",1915,"Région linguistique italienne"
"Anwil",1916,"Région linguistique allemande"
"Mönthal",1917,"Région linguistique allemande"
"Winznau",1918,"Région linguistique allemande"
"Chénens",1919,"Région linguistique française"
"Soazza",192,"Région linguistique italienne"
"Bettenhausen",1920,"Région linguistique allemande"
"Gunzgen",1921,"Région linguistique allemande"
"Rietheim",1922,"Région linguistique allemande"
"Champagne",1923,"Région linguistique française"
"Oeschenbach",1924,"Région linguistique allemande"
"Bournens",1925,"Région linguistique française"
"Sullens",1926,"Région linguistique française"
"Choulex",1927,"Région linguistique française"
"Obersteckholz",1928,"Région linguistique allemande"
"Aclens",1929,"Région linguistique française"
"Andeer",193,"Région linguistique allemande"
"Seftigen",1930,"Région linguistique allemande"
"Chevilly",1931,"Région linguistique française"
"Dottikon",1932,"Région linguistique allemande"
"Saint-Léonard",1933,"Région linguistique française"
"Remetschwil",1934,"Région linguistique allemande"
"Echandens",1935,"Région linguistique française"
"Wallenried",1936,"Région linguistique française"
"Rüeggisberg",1937,"Région linguistique allemande"
"Penthalaz",1938,"Région linguistique française"
"Mont-sur-Rolle",1939,"Région linguistique française"
"Brusio",194,"Région linguistique italienne"
"Bettwiesen",1940,"Région linguistique allemande"
"Morges",1941,"Région linguistique française"
"Brione sopra Minusio",1942,"Région linguistique italienne"
"Matten bei Interlaken",1943,"Région linguistique allemande"
"Penthaz",1944,"Région linguistique française"
"Laconnex",1945,"Région linguistique française"
"Brenles",1946,"Région linguistique française"
"Wiler bei Utzenstorf",1947,"Région linguistique allemande"
"Thônex",1948,"Région linguistique française"
"Aeschi (SO)",1949,"Région linguistique allemande"
"Lavin",195,"Région linguistique romanche"
"Mülchi",1950,"Région linguistique allemande"
"Belprahon",1951,"Région linguistique française"
"Moosleerau",1952,"Région linguistique allemande"
"Allmendingen",1953,"Région linguistique allemande"
"Salvenach",1954,"Région linguistique allemande"
"Buch (SH)",1955,"Région linguistique allemande"
"Bellmund",1956,"Région linguistique allemande"
"Schwarzhäusern",1957,"Région linguistique allemande"
"Trey",1958,"Région linguistique française"
"Faoug",1959,"Région linguistique française"
"Oberwil im Simmental",196,"Région linguistique allemande"
"Mattstetten",1960,"Région linguistique allemande"
"Astano",1961,"Région linguistique italienne"
"Etagnières",1962,"Région linguistique française"
"Seegräben",1963,"Région linguistique allemande"
"Wettswil am Albis",1964,"Région linguistique allemande"
"Valangin",1965,"Région linguistique française"
"Wislikofen",1966,"Région linguistique allemande"
"Leutwil",1967,"Région linguistique allemande"
"Bettens",1968,"Région linguistique française"
"Lussery-Villars",1969,"Région linguistique française"
"Ruswil",197,"Région linguistique allemande"
"Cortaillod",1970,"Région linguistique française"
"Nebikon",1971,"Région linguistique allemande"
"Dintikon",1972,"Région linguistique allemande"
"Lonay",1973,"Région linguistique française"
"Schönenwerd",1974,"Région linguistique allemande"
"Russy",1975,"Région linguistique française"
"Titterten",1976,"Région linguistique allemande"
"Saubraz",1977,"Région linguistique française"
"Evilard",1978,"Région linguistique allemande"
"Tenero-Contra",1979,"Région linguistique italienne"
"Schwarzenburg",198,"Région linguistique allemande"
"Farnern",1980,"Région linguistique allemande"
"Humlikon",1981,"Région linguistique allemande"
"Morrens (VD)",1982,"Région linguistique française"
"Zauggenried",1983,"Région linguistique allemande"
"Nenzlingen",1984,"Région linguistique allemande"
"Tägertschi",1985,"Région linguistique allemande"
"Zullwil",1986,"Région linguistique allemande"
"Obergösgen",1987,"Région linguistique allemande"
"Büetigen",1988,"Région linguistique allemande"
"Bussy (FR)",1989,"Région linguistique française"
"Silvaplana",199,"Région linguistique allemande"
"Tentlingen",1990,"Région linguistique allemande"
"Niederglatt",1991,"Région linguistique allemande"
"Oppens",1992,"Région linguistique française"
"Sutz-Lattrigen",1993,"Région linguistique allemande"
"Biglen",1994,"Région linguistique allemande"
"Staufen",1995,"Région linguistique allemande"
"Berlingen",1996,"Région linguistique allemande"
"Teufenthal (AG)",1997,"Région linguistique allemande"
"Finsterhennen",1998,"Région linguistique allemande"
"Seltisberg",1999,"Région linguistique allemande"
"Davos",2,"Région linguistique allemande"
"Mesocco",20,"Région linguistique italienne"
"Filisur",200,"Région linguistique allemande"
"Chessel",2000,"Région linguistique française"
"Rebévelier",2001,"Région linguistique allemande"
"Erlach",2002,"Région linguistique allemande"
"Alberswil",2003,"Région linguistique allemande"
"Villeneuve (FR)",2004,"Région linguistique française"
"Hirschthal",2005,"Région linguistique allemande"
"Montagny-près-Yverdon",2006,"Région linguistique française"
"Wachseldorn",2007,"Région linguistique allemande"
"Hendschiken",2008,"Région linguistique allemande"
"Vallon",2009,"Région linguistique française"
"Bodensee (SG)",201,NA
"Stettlen",2010,"Région linguistique allemande"
"Gelterfingen",2011,"Région linguistique allemande"
"Mézières (VD)",2012,"Région linguistique française"
"Mägenwil",2013,"Région linguistique allemande"
"Lovatens",2014,"Région linguistique française"
"Zuzwil (BE)",2015,"Région linguistique allemande"
"Grosshöchstetten",2016,"Région linguistique allemande"
"Arboldswil",2017,"Région linguistique allemande"
"Schlosswil",2018,"Région linguistique allemande"
"Givisiez",2019,"Région linguistique française"
"Ebnat-Kappel",202,"Région linguistique allemande"
"Mies",2020,"Région linguistique française"
"Unterendingen",2021,"Région linguistique allemande"
"Grandevent",2022,"Région linguistique française"
"Corserey",2023,"Région linguistique française"
"Troinex",2024,"Région linguistique française"
"Hermrigen",2025,"Région linguistique allemande"
"Bleiken bei Oberdiessbach",2026,"Région linguistique allemande"
"Boulens",2027,"Région linguistique française"
"Epsach",2028,"Région linguistique allemande"
"Büren zum Hof",2029,"Région linguistique allemande"
"Mont-Noble",203,"Région linguistique française"
"Peseux",2030,"Région linguistique française"
"Ogens",2031,"Région linguistique française"
"Oppligen",2032,"Région linguistique allemande"
"Hemmiken",2033,"Région linguistique allemande"
"La Tour-de-Peilz",2034,"Région linguistique française"
"Courgevaux",2035,"Région linguistique allemande"
"Inkwil",2036,"Région linguistique allemande"
"Oberflachs",2037,"Région linguistique allemande"
"Monible",2038,"Région linguistique française"
"Grüsch",204,"Région linguistique allemande"
"Arni (AG)",2040,"Région linguistique allemande"
"Bursins",2041,"Région linguistique française"
"Etziken",2042,"Région linguistique allemande"
"Monteggio",2043,"Région linguistique italienne"
"Recherswil",2044,"Région linguistique allemande"
"Ursins",2045,"Région linguistique française"
"Unterengstringen",2046,"Région linguistique allemande"
"Hermetschwil-Staffeln",2047,"Région linguistique allemande"
"Niederrohrdorf",2048,"Région linguistique allemande"
"Kernenried",2049,"Région linguistique allemande"
"Campo (Vallemaggia)",205,"Région linguistique italienne"
"Niederlenz",2050,"Région linguistique allemande"
"Ederswiler",2051,"Région linguistique allemande"
"Grangettes",2052,"Région linguistique française"
"Denens",2053,"Région linguistique française"
"Scherz",2054,"Région linguistique allemande"
"Lützelflüh",2055,"Région linguistique allemande"
"Grellingen",2056,"Région linguistique allemande"
"Tägerig",2057,"Région linguistique allemande"
"Tschugg",2058,"Région linguistique allemande"
"Gy",2059,"Région linguistique française"
"Ftan",206,"Région linguistique romanche"
"Geltwil",2060,"Région linguistique allemande"
"Vucherens",2061,"Région linguistique française"
"Mühledorf (SO)",2062,"Région linguistique allemande"
"Hunzenschwil",2063,"Région linguistique allemande"
"Brünisried",2064,"Région linguistique allemande"
"Oberlunkhofen",2065,"Région linguistique allemande"
"Courlevon",2066,"Région linguistique allemande"
"Mutrux",2067,"Région linguistique française"
"Dompierre (VD)",2068,"Région linguistique française"
"Rueyres-les-Prés",2069,"Région linguistique française"
"Trimmis",207,"Région linguistique allemande"
"Wittinsburg",2070,"Région linguistique allemande"
"Hausen (AG)",2071,"Région linguistique allemande"
"Volken",2072,"Région linguistique allemande"
"Rovray",2073,"Région linguistique française"
"Ammerswil",2074,"Région linguistique allemande"
"Mülligen",2075,"Région linguistique allemande"
"Graben",2076,"Région linguistique allemande"
"Ferreyres",2077,"Région linguistique française"
"Boussens",2078,"Région linguistique française"
"Itingen",2079,"Région linguistique allemande"
"Kirchberg (SG)",208,"Région linguistique allemande"
"Bussy-sur-Moudon",2080,"Région linguistique française"
"Bioley-Orjulaz",2081,"Région linguistique française"
"Missy",2082,"Région linguistique française"
"Mumpf",2083,"Région linguistique allemande"
"Lupsingen",2084,"Région linguistique allemande"
"Rothenbrunnen",2085,"Région linguistique allemande"
"Fräschels",2086,"Région linguistique allemande"
"Le Vaud",2087,"Région linguistique française"
"Flumenthal",2088,"Région linguistique allemande"
"Rekingen (AG)",2089,"Région linguistique allemande"
"Vaz/Obervaz",209,"Région linguistique allemande"
"Oberhofen am Thunersee",2090,"Région linguistique allemande"
"Grindel",2091,"Région linguistique allemande"
"Treytorrens (Payerne)",2092,"Région linguistique française"
"Montcherand",2093,"Région linguistique française"
"Walliswil bei Wangen",2094,"Région linguistique allemande"
"Fischbach-Göslikon",2095,"Région linguistique allemande"
"Uttigen",2096,"Région linguistique allemande"
"Häutligen",2097,"Région linguistique allemande"
"Vugelles-La Mothe",2098,"Région linguistique française"
"Bussy-Chardonney",2099,"Région linguistique française"
"Lauterbrunnen",21,"Région linguistique allemande"
"Beromünster",210,"Région linguistique allemande"
"Lüterswil-Gächliwil",2100,"Région linguistique allemande"
"Saint-Oyens",2101,"Région linguistique française"
"Hilterfingen",2102,"Région linguistique allemande"
"Champtauroz",2103,"Région linguistique française"
"Villars-sous-Yens",2104,"Région linguistique française"
"Dizy",2105,"Région linguistique française"
"Pura",2106,"Région linguistique italienne"
"Henggart",2107,"Région linguistique allemande"
"Kleinbösingen",2108,"Région linguistique allemande"
"Bibern (SO)",2109,"Région linguistique allemande"
"Thunersee",211,NA
"Verscio",2110,"Région linguistique italienne"
"Birrhard",2111,"Région linguistique allemande"
"Bottmingen",2112,"Région linguistique allemande"
"Bühl",2113,"Région linguistique allemande"
"Wauwil",2114,"Région linguistique allemande"
"Freimettigen",2115,"Région linguistique allemande"
"Renens (VD)",2116,"Région linguistique française"
"Mötschwil",2117,"Région linguistique allemande"
"Soral",2118,"Région linguistique française"
"Altwis",2119,"Région linguistique allemande"
"Spiringen",212,"Région linguistique allemande"
"Aire-la-Ville",2120,"Région linguistique française"
"Mühlethurnen",2121,"Région linguistique allemande"
"Gletterens",2122,"Région linguistique française"
"Matran",2123,"Région linguistique française"
"Wangenried",2124,"Région linguistique allemande"
"Selma",2125,"Région linguistique italienne"
"Cugy (VD)",2126,"Région linguistique française"
"Bremblens",2127,"Région linguistique française"
"Coinsins",2128,"Région linguistique française"
